Payment ID,Order ID,Payment Date,Payment Method,Payment Amount,Payment Status,Transaction Reference,Bank Name,Created Date,Updated Date
900234,500234,2025-10-11,Cash,38290.7,SUCCESS,TXN739529933,Axis Bank,2025-10-11,2026-03-27
900235,500235,2026-07-19,Credit Card,27638.76,FAILED,TXN829816799,Kotak Mahindra Bank,2026-07-19,2026-07-29
900236,500236,2026-02-19,Wallet,21760.69,SUCCESS,,Punjab National Bank,2026-02-19,2026-03-30
900237,500237,2025-09-13,UPI,17518.98,SUCCESS,TXN242278314,HDFC Bank,2025-09-13,2025-12-17
900238,500238,2026-04-15,Cash,38023.94,SUCCESS,TXN942284665,State Bank of India,2026-04-15,2026-06-03
900239,500239,2025-12-06,Cash,6143.54,REFUNDED,TXN659531734,ICICI Bank,2025-12-06,2026-05-30
900240,500240,2026-02-09,Debit Card,42757.26,SUCCESS,TXN619939412,HDFC Bank,2026-02-09,2026-05-12
900241,500241,2025-01-20,UPI,33366.53,SUCCESS,TXN524871030,State Bank of India,2025-01-20,2026-02-13
900242,500242,2025-04-08,Debit Card,34746.91,REFUNDED,TXN444311586,Kotak Mahindra Bank,2025-04-08,2026-03-29
900243,500243,2026-04-23,Cash,16313.51,SUCCESS,TXN939638591,ICICI Bank,2026-04-23,2026-06-03
900244,500244,2026-06-16,Credit Card,10030.29,SUCCESS,TXN831983367,Kotak Mahindra Bank,2026-06-16,2026-06-17
900245,500245,2026-04-19,Net Banking,17879.02,SUCCESS,TXN822604249,Axis Bank,2026-04-19,2026-05-06
900246,500246,2026-05-06,Net Banking,9577.77,SUCCESS,TXN725179752,Axis Bank,2026-05-06,2026-07-13
900247,500247,2026-04-14,Cash,14155.49,SUCCESS,TXN785240944,HDFC Bank,2026-04-14,2026-04-27
900248,500248,2026-06-05,Wallet,33322.36,REFUNDED,TXN529086280,State Bank of India,2026-06-05,2026-07-25
900249,500249,2025-11-09,Credit Card,39528.02,SUCCESS,TXN578651079,State Bank of India,2025-11-09,2026-05-28
900250,500250,2025-09-25,Net Banking,48623.12,SUCCESS,TXN192185888,HDFC Bank,2025-09-25,2025-12-06
900251,500251,2026-01-08,Debit Card,2987.5,SUCCESS,TXN172127903,State Bank of India,2026-01-08,2026-01-19
900252,500252,2026-07-03,Credit Card,45235.38,SUCCESS,TXN654044237,ICICI Bank,2026-07-03,2026-07-20
900253,500253,2027-04-09 00:00:00,Wallet,6365.92,SUCCESS,TXN564000836,Axis Bank,2026-05-06,2026-05-09
900254,500254,2026-04-30,Cash,7332.52,SUCCESS,TXN209255425,Kotak Mahindra Bank,2026-04-30,2026-05-23
900255,500255,2026-03-08,Cash,26611.89,FAILED,TXN517298229,Kotak Mahindra Bank,2026-03-08,2026-06-16
900256,500256,2026-05-30,Cash,37690.18,SUCCESS,TXN733688460,HDFC Bank,2026-05-30,2026-07-12
900257,500257,2026-04-19,Cash,17299.2,SUCCESS,TXN248033880,Kotak Mahindra Bank,2026-04-19,2026-06-07
900258,500258,2027-04-27 00:00:00,Net Banking,28670.46,SUCCESS,TXN410133983,ICICI Bank,2025-08-11,2025-11-14
900259,500259,2026-03-02,Cash,33802.41,SUCCESS,TXN801228319,Axis Bank,2026-03-02,2026-06-14
900260,500260,2025-11-25,Debit Card,7702.99,SUCCESS,TXN135106082,State Bank of India,2025-11-25,2026-01-21
900261,500261,2025-12-08,Cash,37342.07,SUCCESS,TXN222628457,State Bank of India,2025-12-08,2026-06-24
900262,500262,2025-05-29,Net Banking,21830.42,SUCCESS,TXN209968815,Punjab National Bank,2025-05-29,2026-07-27
900263,500263,2024-04-08,Net Banking,43351.67,SUCCESS,TXN226042285,ICICI Bank,2024-04-08,2024-11-08
900264,500264,2026-06-08,Credit Card,25427.41,SUCCESS,TXN973521043,ICICI Bank,2026-06-08,2026-07-29
900265,500265,2025-08-08,Cash,34608.26,SUCCESS,TXN387057426,Kotak Mahindra Bank,2025-08-08,2026-07-21
900266,500266,2026-03-26,Wallet,40273.45,SUCCESS,TXN242475723,ICICI Bank,2026-03-26,2026-05-02
900267,500267,2025-11-03,Wallet,24202.06,SUCCESS,TXN544770805,Axis Bank,2025-11-03,2026-06-22
900268,500268,2025-07-05,Net Banking,-48930.62,SUCCESS,TXN624033772,State Bank of India,2025-07-05,2026-04-28
900269,500269,2025-04-02,UPI,16399.92,SUCCESS,TXN954352670,Kotak Mahindra Bank,2025-04-02,2025-10-22
900270,500270,2026-07-19,Credit Card,26352.2,SUCCESS,TXN707890457,Axis Bank,2026-07-19,2026-07-31
900271,500271,2025-06-15,Credit Card,14785.59,SUCCESS,TXN573827182,Axis Bank,2025-06-15,2025-06-15
900272,500272,2025-03-28,UPI,38527.32,SUCCESS,TXN802858478,State Bank of India,2025-03-28,2025-08-03
900273,500273,2026-02-26,Credit Card,37588.43,SUCCESS,TXN560883210,Punjab National Bank,2026-02-26,2026-03-21
900274,500274,2024-06-28,Wallet,44296.24,SUCCESS,TXN468909933,HDFC Bank,2024-06-28,2025-09-03
900275,500275,2026-01-13,Debit Card,7224.88,SUCCESS,TXN247241457,Axis Bank,2026-01-13,2026-07-30
900276,500276,2026-06-03,Wallet,41518.59,SUCCESS,TXN276218805,Axis Bank,2026-06-03,2026-06-25
900277,500277,2025-05-29,UPI,18873.75,SUCCESS,TXN250337960,HDFC Bank,2025-05-29,2026-03-26
900278,500278,2026-05-31,Cash,24684.13,SUCCESS,TXN745317824,Kotak Mahindra Bank,2026-05-31,2026-07-16
900279,500279,2026-04-12,Cash,2171.67,SUCCESS,TXN647095694,ICICI Bank,2026-04-12,2026-07-16
900280,500280,2024-12-04,Net Banking,23727.39,SUCCESS,TXN785135687,Kotak Mahindra Bank,2024-12-04,2025-02-14
900281,500281,2026-07-14,Debit Card,17058.07,SUCCESS,TXN686645526,Punjab National Bank,2026-07-14,2026-07-19
900282,500282,2024-11-10,UPI,19857.15,SUCCESS,TXN947493681,Axis Bank,2024-11-10,2026-04-12
900283,500283,2025-10-27,Cash,40421.81,SUCCESS,TXN263939376,State Bank of India,2025-10-27,2025-12-08
900284,500284,2025-10-21,Debit Card,37481.12,SUCCESS,TXN850197517,Axis Bank,2025-10-21,2026-02-20
900285,500285,2026-06-02,Wallet,37495.64,SUCCESS,TXN895275666,ICICI Bank,2026-06-02,2026-06-09
900286,500286,2025-09-11,Credit Card,6747.2,SUCCESS,TXN499291766,ICICI Bank,2025-09-11,2026-01-26
900287,500287,2025-08-30,Wallet,2981.36,SUCCESS,TXN719175016,Punjab National Bank,2025-08-30,2025-10-08
900288,500288,2026-06-23,UPI,37441.26,SUCCESS,TXN716233644,Punjab National Bank,2026-06-23,2026-06-30
900289,500289,2025-08-26,Credit Card,28377.35,SUCCESS,TXN292157835,HDFC Bank,2025-08-26,2026-06-05
900290,500290,2025-03-02,Debit Card,38930.52,PENDING,TXN986907524,HDFC Bank,2025-03-02,2026-03-18
900291,500291,2026-04-09,UPI,14286.89,SUCCESS,,State Bank of India,2026-04-09,2026-07-17
900292,500292,2026-02-04,Wallet,5476.6,SUCCESS,TXN768637849,ICICI Bank,2026-02-04,2026-06-02
900293,500293,2025-03-08,Credit Card,26731.8,SUCCESS,TXN106848195,Axis Bank,2025-03-08,2025-03-20
900294,500294,2026-05-26,Wallet,11597.69,SUCCESS,TXN880841206,State Bank of India,2026-05-26,2026-06-08
900295,500295,2026-03-10,UPI,44732.87,SUCCESS,TXN147137549,ICICI Bank,2026-03-10,2026-07-21
900296,500296,2026-04-21,Net Banking,37067.73,SUCCESS,TXN180348617,Kotak Mahindra Bank,2026-04-21,2026-07-02
900297,500297,2026-07-12,Wallet,24961.12,PENDING,TXN993245640,Punjab National Bank,2026-07-12,2026-07-22
900298,500298,2024-11-04,UPI,37203.98,SUCCESS,TXN276496293,Axis Bank,2024-11-04,2026-02-24
900299,500299,2024-12-31,UPI,35223.4,SUCCESS,TXN269238221,Punjab National Bank,2024-12-31,2025-11-07
900300,500300,2025-04-06,Debit Card,38052.64,SUCCESS,TXN525464250,Kotak Mahindra Bank,2025-04-06,2025-05-01
900301,500301,2026-01-31,Credit Card,18759.2,SUCCESS,TXN201710492,Axis Bank,2026-01-31,2026-02-26
900302,500302,2026-04-28,Net Banking,19865.94,SUCCESS,TXN499689381,Punjab National Bank,2026-04-28,2026-07-17
900303,500303,2025-07-22,Wallet,41892.93,REFUNDED,TXN576130756,ICICI Bank,2025-07-22,2025-09-07
900304,500304,2026-06-19,Wallet,17956.58,SUCCESS,TXN524126612,Axis Bank,2026-06-19,2026-06-20
900305,500305,2024-07-11,UPI,46299.39,SUCCESS,TXN759391912,Kotak Mahindra Bank,2024-07-11,2026-04-03
900306,500306,2025-06-10,Net Banking,2054.86,SUCCESS,TXN314166184,Punjab National Bank,2025-06-10,2026-07-23
900307,500307,2025-08-08,Net Banking,24379.67,SUCCESS,TXN684671539,Axis Bank,2025-08-08,2026-01-31
900308,500308,2026-06-03,UPI,27333.73,SUCCESS,TXN968285490,Axis Bank,2026-06-03,2026-07-06
900309,500309,2026-05-23,Wallet,3067.67,SUCCESS,TXN160031457,ICICI Bank,2026-05-23,2026-07-11
900310,500310,2026-02-10,Cash,23593.98,SUCCESS,TXN130286569,Punjab National Bank,2026-02-10,2026-05-11
900311,500311,2026-06-05,Cash,27307.51,PENDING,TXN431843213,ICICI Bank,2026-06-05,2026-07-06
900312,500312,2025-09-20,Credit Card,32320.66,SUCCESS,TXN465887237,Punjab National Bank,2025-09-20,2025-12-19
900313,500313,2025-09-10,Cash,37283.17,PENDING,TXN491797490,HDFC Bank,2025-09-10,2026-03-20
900314,500314,2026-01-08,Wallet,4086.41,REFUNDED,TXN623127037,Punjab National Bank,2026-01-08,2026-03-30
900315,500315,2026-02-14,Credit Card,14247.93,SUCCESS,TXN506286844,State Bank of India,2026-02-14,2026-04-30
900316,500316,2026-05-04,UPI,8642.26,REFUNDED,TXN295508799,Kotak Mahindra Bank,2026-05-04,2026-06-13
900317,500317,2025-11-16,Credit Card,39655.66,SUCCESS,TXN472384530,State Bank of India,2025-11-16,2026-02-09
900318,500318,2026-03-03,Debit Card,6885.16,SUCCESS,TXN325146786,ICICI Bank,2026-03-03,2026-03-20
900319,500319,2024-11-09,Net Banking,7962.71,SUCCESS,TXN629442753,Axis Bank,2024-11-09,2025-11-03
900320,500320,2024-07-28,Net Banking,9013.7,SUCCESS,TXN179144854,HDFC Bank,2024-07-28,2025-05-25
900321,500321,2024-12-22,Cash,28382.24,SUCCESS,TXN199970392,State Bank of India,2024-12-22,2026-04-30
900322,500322,2025-12-01,Credit Card,24673.86,SUCCESS,TXN303994042,Axis Bank,2025-12-01,2026-05-28
900323,500323,2026-03-28,Cash,34223.84,SUCCESS,TXN690195758,Axis Bank,2026-03-28,2026-04-16
900324,500324,2025-09-11,Credit Card,6899.07,SUCCESS,TXN283429671,Punjab National Bank,2025-09-11,2026-02-07
900325,500325,2026-03-14,UPI,35795.93,PENDING,TXN789198776,Kotak Mahindra Bank,2026-03-14,2026-06-21
900326,500326,2026-05-18,Debit Card,31210.17,SUCCESS,TXN705855162,HDFC Bank,2026-05-18,2026-06-06
900327,500327,2026-03-28,Credit Card,23787.4,REFUNDED,TXN694425527,HDFC Bank,2026-03-28,2026-07-13
900328,500328,2026-01-07,Net Banking,35715.51,SUCCESS,TXN420890008,HDFC Bank,2026-01-07,2026-04-18
900329,500329,2025-06-24,UPI,27099.36,SUCCESS,TXN913025234,Axis Bank,2025-06-24,2025-09-20
900330,500330,2025-12-09,Credit Card,433.05,SUCCESS,TXN983221403,Punjab National Bank,2025-12-09,2026-01-15
900331,500331,2026-03-13,Cash,13083.64,SUCCESS,TXN450175988,State Bank of India,2026-03-13,2026-07-24
900332,500332,2026-02-23,Credit Card,20163.4,SUCCESS,TXN259128258,Kotak Mahindra Bank,2026-02-23,2026-07-23
900333,500333,2025-12-14,Debit Card,11295.66,SUCCESS,TXN541189818,State Bank of India,2025-12-14,2026-03-22
900334,500334,2026-02-01,Wallet,12949.52,SUCCESS,TXN531343461,HDFC Bank,2026-02-01,2026-05-13
900335,500335,2025-05-31,Debit Card,644.56,PENDING,TXN977661452,State Bank of India,2025-05-31,2025-11-06
900336,500336,2026-06-15,Debit Card,56069.03,SUCCESS,TXN389287503,Punjab National Bank,2026-06-15,2026-07-11
900337,500337,2026-05-25,Debit Card,48365.86,SUCCESS,TXN981560713,HDFC Bank,2026-05-25,2026-07-29
900338,500338,2026-05-13,UPI,26764.5,SUCCESS,TXN286549068,ICICI Bank,2026-05-13,2026-06-07
900339,500339,2026-07-01,Cash,29453.15,SUCCESS,TXN526213526,Punjab National Bank,2026-07-01,2026-07-30
900340,500340,2026-02-19,Debit Card,17613.09,SUCCESS,TXN275571407,State Bank of India,2026-02-19,2026-03-14
900341,500341,2027-11-06 00:00:00,Wallet,48528.28,SUCCESS,TXN321975705,State Bank of India,2025-08-15,2026-07-14
900342,500342,2025-01-07,Credit Card,44354.88,SUCCESS,TXN371002172,Kotak Mahindra Bank,2025-01-07,2025-11-15
900343,500343,2026-07-04,Net Banking,43736.56,SUCCESS,TXN424425818,Punjab National Bank,2026-07-04,2026-07-20
900344,500344,2026-01-08,Cash,38972.58,SUCCESS,TXN795078308,Kotak Mahindra Bank,2026-01-08,2026-06-12
900345,500345,2026-02-07,Debit Card,10347.99,SUCCESS,TXN804503060,Punjab National Bank,2026-02-07,2026-07-23
900346,500346,2026-06-19,Net Banking,10381.84,SUCCESS,TXN809239039,State Bank of India,2026-06-19,2026-06-27
900347,500347,2025-05-17,Cash,706.27,SUCCESS,TXN860283250,Kotak Mahindra Bank,2025-05-17,2026-07-08
900348,500348,2025-09-19,Cash,48106.17,PENDING,TXN422331737,ICICI Bank,2025-09-19,2026-07-01
900349,500349,2026-01-11,Wallet,9866.87,SUCCESS,TXN460382610,Punjab National Bank,2026-01-11,2026-02-02
900350,500350,2026-02-12,Debit Card,41745.54,SUCCESS,TXN597959181,HDFC Bank,2026-02-12,2026-06-12
900351,500351,2025-12-30,Wallet,34358.99,SUCCESS,TXN509814203,Kotak Mahindra Bank,2025-12-30,2026-03-16
900352,500352,2025-12-09,Credit Card,11671.04,REFUNDED,TXN439714150,Punjab National Bank,2025-12-09,2026-01-24
900353,500353,2025-11-07,Credit Card,5167.01,SUCCESS,TXN917325063,ICICI Bank,2025-11-07,2026-01-27
900354,500354,2026-07-12,Net Banking,45839.16,SUCCESS,TXN105013454,HDFC Bank,2026-07-12,2026-07-29
900355,500355,2026-07-28,UPI,20845.63,SUCCESS,TXN772899961,Punjab National Bank,2026-07-28,2026-07-29
900356,500356,2024-03-07,UPI,35902.14,SUCCESS,TXN420192227,State Bank of India,2024-03-07,2025-06-16
900357,500357,2026-07-19,Net Banking,19451.54,SUCCESS,TXN485742696,ICICI Bank,2026-07-19,2026-07-21
900358,500358,2024-09-24,Cash,32834.36,SUCCESS,TXN641846158,ICICI Bank,2024-09-24,2025-01-28
900359,500359,2025-11-07,Cash,33553.42,SUCCESS,TXN151497057,Punjab National Bank,2025-11-07,2026-01-01
900360,500360,2026-05-03,Wallet,39963.0,SUCCESS,TXN264418972,ICICI Bank,2026-05-03,2026-07-30
900361,500361,2025-04-23,Net Banking,35586.84,SUCCESS,TXN991906567,HDFC Bank,2025-04-23,2026-01-09
900362,500362,2026-05-03,Cash,16165.34,SUCCESS,TXN316544937,State Bank of India,2026-05-03,2026-06-24
900363,500363,2024-11-28,UPI,36737.31,SUCCESS,TXN821160591,HDFC Bank,2024-11-28,2025-03-21
900364,500364,2025-11-30,Debit Card,18336.41,SUCCESS,TXN791851361,ICICI Bank,2025-11-30,2026-03-26
900365,500365,2027-11-21 00:00:00,Debit Card,9242.41,SUCCESS,TXN960707259,Punjab National Bank,2025-01-23,2025-12-09
900366,500366,2026-01-24,Net Banking,33899.85,SUCCESS,TXN767660223,State Bank of India,2026-01-24,2026-07-30
900367,500367,2026-01-22,Wallet,24099.38,SUCCESS,TXN613511668,Axis Bank,2026-01-22,2026-07-07
900368,500368,2025-05-28,Net Banking,40526.09,SUCCESS,TXN734313309,Axis Bank,2025-05-28,2026-07-12
900369,500369,2026-07-13,Credit Card,32626.91,SUCCESS,TXN618702826,Axis Bank,2026-07-13,2026-07-16
900370,500370,2026-03-14,Wallet,3113.47,SUCCESS,TXN719172154,Punjab National Bank,2026-03-14,2026-05-10
900371,500371,2026-02-04,Net Banking,2913.83,SUCCESS,TXN471245687,Punjab National Bank,2026-02-04,2026-07-27
900372,500372,2026-03-12,Cash,36975.34,SUCCESS,TXN603895158,Axis Bank,2026-03-12,2026-04-23
900373,500373,2026-06-13,Net Banking,21554.05,SUCCESS,TXN533015368,ICICI Bank,2026-06-13,2026-06-18
900374,500374,2026-03-28,Wallet,36200.94,SUCCESS,TXN801553920,HDFC Bank,2026-03-28,2026-04-10
900375,500375,2025-09-25,Cash,52800.82,FAILED,TXN703800000,ICICI Bank,2025-09-25,2026-05-16
900376,500376,2028-11-26 00:00:00,Cash,18488.26,SUCCESS,TXN608023421,Punjab National Bank,2026-07-09,2026-07-30
900377,500377,2026-01-31,Debit Card,50192.65,SUCCESS,TXN853869899,HDFC Bank,2026-01-31,2026-02-11
900378,500378,2025-07-29,Credit Card,10538.76,SUCCESS,TXN229649816,Axis Bank,2025-07-29,2025-11-16
900379,500379,2026-07-23,Cash,32040.73,PENDING,TXN232305596,Axis Bank,2026-07-23,2026-07-30
900380,500380,2026-06-17,Cash,32915.5,SUCCESS,TXN618544245,Kotak Mahindra Bank,2026-06-17,2026-06-28
900381,500381,2026-02-10,Cash,41702.95,SUCCESS,TXN513028367,Axis Bank,2026-02-10,2026-07-15
900382,500382,2025-06-28,Credit Card,4447.37,SUCCESS,TXN543182078,Kotak Mahindra Bank,2025-06-28,2026-06-21
900383,500383,2026-03-29,Wallet,3410.01,SUCCESS,TXN333369794,ICICI Bank,2026-03-29,2026-04-24
900384,500384,2024-12-21,Cash,25620.94,SUCCESS,TXN682495784,Punjab National Bank,2024-12-21,2025-11-16
900385,500385,2026-07-18,Wallet,11813.69,SUCCESS,TXN673273772,State Bank of India,2026-07-18,2026-07-31
900386,500386,2025-04-26,Credit Card,28580.83,SUCCESS,TXN407751103,Punjab National Bank,2025-04-26,2025-09-01
900387,500387,2025-10-30,UPI,35968.0,SUCCESS,TXN761541819,Punjab National Bank,2025-10-30,2026-02-21
900388,500388,2026-06-26,Net Banking,16203.88,SUCCESS,TXN516133637,Axis Bank,2026-06-26,2026-07-16
900389,500389,2025-04-20,Credit Card,12427.32,SUCCESS,TXN780525215,Punjab National Bank,2025-04-20,2026-04-18
900390,500390,2025-10-25,Net Banking,38944.78,FAILED,TXN290509600,Punjab National Bank,2025-10-25,2025-12-02
900391,500391,2025-12-28,Credit Card,40908.64,SUCCESS,TXN727050254,State Bank of India,2025-12-28,2025-12-29
900392,500392,2026-07-03,Cash,37979.4,SUCCESS,TXN810699207,State Bank of India,2026-07-03,2026-07-18
900393,500393,2025-11-25,UPI,3546.14,FAILED,TXN944238354,Kotak Mahindra Bank,2025-11-25,2026-01-04
900394,500394,2025-11-10,Debit Card,33192.01,SUCCESS,,Kotak Mahindra Bank,2025-11-10,2026-07-11
900395,500395,2026-06-12,Cash,11017.74,SUCCESS,TXN766935087,ICICI Bank,2026-06-12,2026-06-14
900396,500396,2025-09-21,UPI,9191.37,SUCCESS,TXN654982592,State Bank of India,2025-09-21,2026-06-11
900397,500397,2026-07-23,UPI,-28965.42,SUCCESS,TXN279738803,Kotak Mahindra Bank,2026-07-23,2026-07-31
900398,500398,2026-02-25,Credit Card,29594.94,SUCCESS,TXN677409188,Punjab National Bank,2026-02-25,2026-06-16
900399,500399,2026-02-13,UPI,27897.74,SUCCESS,TXN158269903,ICICI Bank,2026-02-13,2026-04-18
900400,500400,2025-05-13,Debit Card,29308.79,SUCCESS,TXN118136542,Axis Bank,2025-05-13,2026-04-22
900401,500401,2026-04-25,UPI,1468.57,SUCCESS,TXN411209672,Punjab National Bank,2026-04-25,2026-06-02
900402,500402,2024-10-03,Cash,23743.32,SUCCESS,TXN336079027,ICICI Bank,2024-10-03,2025-11-07
900403,500403,2025-12-26,UPI,38125.3,PENDING,TXN694342064,Kotak Mahindra Bank,2025-12-26,2026-01-31
900404,500404,2026-05-27,Debit Card,341.75,SUCCESS,TXN327350811,Axis Bank,2026-05-27,2026-07-31
900405,500405,2025-04-19,Cash,4019.61,SUCCESS,TXN595279737,Punjab National Bank,2025-04-19,2026-01-25
900406,500406,2026-06-22,Credit Card,19175.26,FAILED,TXN820798124,Punjab National Bank,2026-06-22,2026-07-07
900407,500407,2025-09-14,Wallet,24685.08,SUCCESS,TXN727247693,ICICI Bank,2025-09-14,2026-06-30
900408,500408,2026-05-03,Wallet,45727.22,SUCCESS,TXN788095145,Axis Bank,2026-05-03,2026-06-07
900409,500409,2026-02-22,Net Banking,38807.53,SUCCESS,TXN692353117,HDFC Bank,2026-02-22,2026-04-07
900410,500410,2026-06-26,Wallet,31845.53,SUCCESS,TXN182100852,Punjab National Bank,2026-06-26,2026-06-30
900411,500411,2026-04-25,UPI,51619.34,SUCCESS,TXN692269551,State Bank of India,2026-04-25,2026-07-03
900412,500412,2026-03-30,Wallet,19235.62,PENDING,TXN412457968,ICICI Bank,2026-03-30,2026-05-28
900413,500413,2026-07-28,Cash,41140.32,FAILED,TXN834612989,ICICI Bank,2026-07-28,2026-07-29
900414,500414,2026-06-02,Debit Card,44881.95,SUCCESS,TXN143400463,ICICI Bank,2026-06-02,2026-07-20
900415,500415,2025-06-05,Net Banking,44590.42,PENDING,TXN604308858,Axis Bank,2025-06-05,2025-06-28
900416,500416,2026-03-02,Debit Card,20894.83,SUCCESS,TXN721300772,Kotak Mahindra Bank,2026-03-02,2026-07-25
900417,500417,2027-08-06 00:00:00,Credit Card,22786.18,SUCCESS,TXN654449982,Axis Bank,2025-04-24,2025-10-21
900418,500418,2026-06-25,Wallet,38409.91,SUCCESS,TXN401516912,ICICI Bank,2026-06-25,2026-07-04
900419,500419,2026-04-26,UPI,4847.86,SUCCESS,TXN617024564,Punjab National Bank,2026-04-26,2026-06-26
900420,500420,2026-07-31,Credit Card,36428.76,SUCCESS,TXN244658840,Punjab National Bank,2026-07-31,2026-07-31
900421,500421,2026-05-15,Wallet,15642.01,SUCCESS,TXN119993108,Punjab National Bank,2026-05-15,2026-06-20
900422,500422,2025-05-23,Cash,18347.96,SUCCESS,TXN253235987,Kotak Mahindra Bank,2025-05-23,2026-07-17
900423,500423,2026-07-14,Cash,32664.94,PENDING,TXN173919503,ICICI Bank,2026-07-14,2026-07-26
900424,500424,2025-12-08,Cash,47541.94,SUCCESS,TXN203399810,ICICI Bank,2025-12-08,2026-04-08
900425,500425,2025-05-04,Cash,26423.61,SUCCESS,TXN679053918,HDFC Bank,2025-05-04,2026-06-04
900426,500426,2026-03-18,Net Banking,50848.88,SUCCESS,TXN476365632,Kotak Mahindra Bank,2026-03-18,2026-04-12
900427,500427,2026-06-13,Debit Card,34354.43,SUCCESS,TXN302959775,HDFC Bank,2026-06-13,2026-07-28
900428,500428,2026-03-16,Debit Card,26604.93,SUCCESS,TXN214442861,ICICI Bank,2026-03-16,2026-07-03
900429,500429,2026-05-26,Credit Card,33762.44,SUCCESS,TXN543700355,Kotak Mahindra Bank,2026-05-26,2026-07-26
900430,500430,2025-10-10,Wallet,51988.59,SUCCESS,TXN248249943,Punjab National Bank,2025-10-10,2025-12-09
900431,500431,2026-03-17,CRYPTO,43243.32,SUCCESS,TXN759304715,Punjab National Bank,2026-03-17,2026-03-30
900432,500432,2025-10-23,UPI,9991.27,PENDING,TXN168805869,State Bank of India,2025-10-23,2026-02-13
900433,500433,2026-03-22,Wallet,27520.92,SUCCESS,TXN741531280,HDFC Bank,2026-03-22,2026-05-05
900434,500434,2027-02-09 00:00:00,Cash,18969.55,SUCCESS,TXN648196577,Kotak Mahindra Bank,2025-04-27,2026-04-19
900435,500435,2026-01-09,Wallet,15402.8,SUCCESS,TXN524281692,Axis Bank,2026-01-09,2026-06-08
900436,500436,2027-07-17 00:00:00,Cash,26910.74,SUCCESS,TXN473764425,State Bank of India,2026-06-30,2026-07-17
900437,500437,2025-10-26,Cash,44773.6,SUCCESS,TXN415950492,State Bank of India,2025-10-26,2025-12-24
900438,500438,2025-07-11,Cash,33714.72,SUCCESS,TXN619293644,ICICI Bank,2025-07-11,2025-12-31
900439,500439,2024-12-28,Net Banking,4313.4,SUCCESS,TXN780389168,ICICI Bank,2024-12-28,2025-08-20
900440,500440,2026-04-09,UPI,34647.61,SUCCESS,TXN528348505,Punjab National Bank,2026-04-09,2026-07-13
900441,500441,2026-05-25,Credit Card,38288.64,PENDING,TXN901179178,Punjab National Bank,2026-05-25,2026-06-18
900442,500442,2026-04-16,Cash,2859.98,SUCCESS,TXN482281482,ICICI Bank,2026-04-16,2026-07-24
900443,500443,2026-04-29,UPI,20535.75,SUCCESS,TXN617857180,State Bank of India,2026-04-29,2026-07-17
900444,500444,2026-03-07,Debit Card,12570.0,SUCCESS,TXN527219856,ICICI Bank,2026-03-07,2026-04-08
900445,500445,2025-12-11,CRYPTO,3707.36,SUCCESS,TXN590910502,HDFC Bank,2025-12-11,2026-06-07
900446,500446,2026-03-04,Cash,45353.41,SUCCESS,TXN378851582,ICICI Bank,2026-03-04,2026-07-22
900447,500447,2026-03-30,Wallet,13004.48,SUCCESS,TXN907664053,State Bank of India,2026-03-30,2026-05-15
900448,500448,2026-03-31,Wallet,20462.34,SUCCESS,TXN389855641,ICICI Bank,2026-03-31,2026-06-10
900449,500449,2024-11-23,Net Banking,42433.34,SUCCESS,TXN636439085,ICICI Bank,2024-11-23,2026-05-06
900450,500450,2025-07-13,Wallet,38590.93,SUCCESS,TXN275387012,HDFC Bank,2025-07-13,2025-10-31
900451,500451,2026-01-02,Cash,38160.14,SUCCESS,TXN969747935,State Bank of India,2026-01-02,2026-03-31
900452,500452,2026-07-07,Credit Card,35459.55,SUCCESS,TXN937850514,State Bank of India,2026-07-07,2026-07-18
900453,500453,2026-03-15,Wallet,45774.36,SUCCESS,TXN255529715,ICICI Bank,2026-03-15,2026-06-09
900454,500454,2024-12-12,Debit Card,54581.5,SUCCESS,TXN801167479,State Bank of India,2024-12-12,2025-09-11
900455,500455,2025-08-13,Net Banking,45931.38,SUCCESS,TXN544517369,ICICI Bank,2025-08-13,2025-11-15
900456,500456,2024-10-15,Credit Card,37081.15,SUCCESS,TXN526324454,HDFC Bank,2024-10-15,2025-01-20
900457,500457,2024-07-03,UPI,27093.66,SUCCESS,TXN381805975,Kotak Mahindra Bank,2024-07-03,2024-12-09
900458,500458,2026-02-26,Credit Card,13642.28,SUCCESS,TXN665585273,ICICI Bank,2026-02-26,2026-03-05
900459,500459,2026-02-21,Cash,28445.75,SUCCESS,TXN577648615,ICICI Bank,2026-02-21,2026-07-09
900460,500460,2025-10-23,Cash,43070.47,SUCCESS,TXN432496317,State Bank of India,2025-10-23,2026-06-26
900461,500461,2025-02-25,Cash,45221.73,SUCCESS,TXN975507381,ICICI Bank,2025-02-25,2026-02-12
900462,500462,2025-09-28,Debit Card,41154.25,SUCCESS,TXN741027901,ICICI Bank,2025-09-28,2025-10-01
900463,500463,2026-05-16,Net Banking,49019.01,SUCCESS,TXN989516564,Axis Bank,2026-05-16,2026-06-13
900464,500464,2026-04-25,Debit Card,2163.66,SUCCESS,TXN796275440,Punjab National Bank,2026-04-25,2026-07-02
900465,500465,2026-04-15,Net Banking,49368.04,SUCCESS,TXN392201792,Punjab National Bank,2026-04-15,2026-07-03
900466,500466,2024-12-09,Debit Card,6316.71,REFUNDED,TXN234259822,Punjab National Bank,2024-12-09,2026-03-02
