Order Detail ID,Order ID,Product ID,Quantity,Unit Price,Discount %,Discount Amount,Tax %,Tax Amount,Line Total,Created Date,Updated Date
ORDDET800576,ORD500187,PROD01108,3,84315.66,0,0.0,18,45530.46,298477.44,2026-01-22,2026-01-22
ORDDET800577,ORD500187,PROD01033,-4,5723.56,15,3434.14,12,2335.21,-100.0,2026-01-22,2026-04-08
ORDDET800578,ORD500187,PROD01039,3,3388.56,5,508.28,0,0.0,9657.4,2026-01-22,2026-05-07
ORDDET800579,ORD500187,PROD01090,4,1090.0,5,218.0,0,0.0,4142.0,2026-01-22,2026-03-30
ORDDET800580,ORD500188,PROD01076,3,2225.09,20,1335.05,18,961.24,6301.46,2025-11-29,2026-06-24
ORDDET800581,ORD500188,PROD01014,4,2743.43,20,2194.74,12,1053.48,9832.46,2025-11-29,2026-03-24
ORDDET800582,ORD500188,PROD01106,5,1562.47,0,0.0,28,2187.46,-100.0,2025-11-29,2026-01-15
ORDDET800583,ORD500189,PROD01175,2,38114.57,0,0.0,28,21344.16,97573.3,2025-10-10,2026-06-19
ORDDET800584,ORD500190,PROD01056,3,20533.71,0,0.0,18,11088.2,72689.33,2025-03-04,2025-07-31
ORDDET800585,ORD500191,PROD01124,4,4880.58,0,0.0,12,2342.68,21865.0,2025-02-13,2025-06-17
ORDDET800586,ORD500191,PROD01185,1,2693.7,5,134.68,0,0.0,2559.02,2025-02-13,2026-05-30
ORDDET800587,ORD500191,PROD01188,3,31461.09,10,9438.33,18,15290.09,100235.03,2025-02-13,2025-07-25
ORDDET800588,ORD500192,PROD01106,2,1562.47,10,312.49,28,787.49,3599.94,2026-03-01,2026-03-14
ORDDET800589,ORD500192,PROD01006,2,2435.39,150,487.08,5,219.18,4602.88,2026-03-01,2026-07-28
ORDDET800590,ORD500192,PROD01111,4,3126.85,20,2501.48,28,2801.66,12807.58,2026-03-01,2026-04-09
ORDDET800591,ORD500193,PROD01127,1,1959.22,10,195.92,18,317.39,2080.69,2026-03-14,2026-04-22
ORDDET800592,ORD500194,PROD01096,4,1482.82,5,296.56,0,0.0,5634.72,2025-11-24,2025-11-29
ORDDET800593,ORD500194,PROD01152,4,115404.31,20,92323.45,28,103402.26,472696.05,2025-11-24,2026-02-07
ORDDET800594,ORD500194,PROD01149,4,1529.45,10,611.78,12,660.72,6166.74,2025-11-24,2026-07-04
ORDDET800595,ORD500195,PROD01068,3,2063.44,20,1238.06,0,0.0,4952.26,2025-11-04,2026-05-10
ORDDET800596,ORD500195,PROD01040,5,27280.17,10,13640.08,18,22096.94,144857.71,2025-11-04,2026-03-06
ORDDET800597,ORD500195,PROD01184,4,623.45,20,498.76,0,0.0,1995.04,2025-11-04,2026-01-21
ORDDET800598,ORD500196,PROD01115,1,1423.62,5,71.18,5,67.62,1420.06,2024-04-14,2024-10-13
ORDDET800599,ORD500197,PROD01159,4,379.65,20,303.72,0,0.0,1214.88,2025-08-24,2026-07-09
ORDDET800600,ORD500197,PROD01168,2,60815.57,15,18244.67,28,28948.21,132334.68,2025-08-24,2025-10-03
ORDDET800601,ORD500197,PROD01025,3,1270.77,0,0.0,5,190.62,4002.93,2025-08-24,2026-07-05
ORDDET800602,ORD500197,PROD01069,5,4611.11,0,0.0,28,6455.55,29511.1,2025-08-24,2025-10-14
ORDDET800603,ORD500198,PROD01171,5,1322.89,20,1322.89,12,634.99,5926.55,2025-01-17,2026-03-18
ORDDET800604,ORD500198,PROD01029,4,38172.05,0,0.0,0,0.0,152688.2,2025-01-17,2025-07-06
ORDDET800605,ORD500199,PROD01082,4,56385.82,10,22554.33,28,56836.91,259825.86,2024-10-22,2025-09-09
ORDDET800606,ORD500199,PROD01052,3,24866.16,20,14919.7,18,10742.18,70420.96,2024-10-22,2025-06-25
ORDDET800607,ORD500199,PROD01060,-4,25310.71,15,15186.43,28,24095.79,110152.2,2024-10-22,2025-12-02
ORDDET800608,ORD500199,PROD01006,3,2435.39,0,0.0,5,365.31,7671.48,2024-10-22,2025-08-25
ORDDET800609,ORD500199,PROD01091,3,870.36,20,522.22,18,375.99,2464.85,2024-10-22,2026-03-29
ORDDET800610,ORD500200,PROD01140,3,20263.27,10,6078.98,5,2735.54,57446.37,2025-05-18,2026-03-12
ORDDET800611,ORD500200,PROD01055,2,1777.73,0,0.0,18,639.98,4195.44,2025-05-18,2026-05-23
ORDDET800612,ORD500201,PROD01157,5,777.67,10,388.84,5,174.98,3674.49,2025-08-02,2025-08-21
ORDDET800613,ORD500202,PROD01187,4,229.48,15,137.69,28,218.46,998.69,2026-01-23,2026-02-22
ORDDET800614,ORD500202,PROD01158,4,1092.39,0,0.0,18,786.52,5156.08,2026-01-23,2026-04-11
ORDDET800615,ORD500202,PROD01126,2,2902.89,0,0.0,5,290.29,6096.07,2026-01-23,2026-07-14
ORDDET800616,ORD500203,PROD01107,4,3267.2,10,1306.88,0,0.0,11761.92,2026-01-25,2026-05-05
ORDDET800617,ORD500203,PROD01079,3,359.65,0,0.0,18,194.21,1273.16,2026-01-25,2026-05-07
ORDDET800618,ORD500204,PROD01127,4,1959.22,20,1567.38,18,1128.51,7398.01,2025-07-05,2025-10-13
ORDDET800619,ORD500204,PROD01075,4,859.5,10,343.8,5,154.71,3248.91,2025-07-05,2026-06-20
ORDDET800620,ORD500204,PROD01023,3,2400.1,10,720.03,18,1166.45,7646.72,2025-07-05,2026-05-05
ORDDET800621,ORD500204,PROD01050,4,2611.12,20,2088.9,28,2339.56,10695.14,2025-07-05,2025-09-17
ORDDET800622,ORD500205,PROD01100,1,1656.12,0,0.0,28,463.71,2119.83,2025-11-02,2026-03-06
ORDDET800623,ORD500206,PROD01109,3,62124.95,15,27956.23,12,19010.23,177428.85,2026-06-20,2026-07-20
ORDDET800624,ORD500207,PROD01054,5,1874.14,15,1405.6,28,2230.23,10195.33,2025-11-11,2026-01-22
ORDDET800625,ORD500207,PROD01078,3,1168.71,5,175.31,18,599.55,3930.37,2025-11-11,2025-12-11
ORDDET800626,ORD500207,PROD01127,1,1959.22,0,0.0,18,352.66,2311.88,2025-11-11,2026-05-28
ORDDET800627,ORD500208,PROD01032,4,4914.53,5,982.91,28,5229.06,23904.27,2026-05-22,2026-07-09
ORDDET800628,ORD500208,PROD01039,1,3388.56,5,169.43,0,0.0,3219.13,2026-05-22,2026-06-16
ORDDET800629,ORD500208,PROD01086,5,1330.89,10,665.44,0,0.0,5989.01,2026-05-22,2026-07-03
ORDDET800630,ORD500209,PROD01082,2,56385.82,20,22554.33,28,25260.85,115478.16,2025-03-14,2025-08-02
ORDDET800631,ORD500209,PROD01196,1,360.63,20,72.13,5,14.42,302.92,2025-03-14,2026-07-12
ORDDET800632,ORD500209,PROD01145,4,1552.39,20,1241.91,12,596.12,5563.77,2025-03-14,2026-07-18
ORDDET800633,ORD500210,PROD01070,3,63420.69,20,38052.41,0,0.0,152209.66,2024-06-18,2025-05-21
ORDDET800634,ORD500210,PROD01032,2,4914.53,5,491.45,28,2614.53,11952.14,2024-06-18,2025-04-30
ORDDET800635,ORD500210,PROD01009,2,100006.27,20,40002.51,28,44802.81,204812.84,2024-06-18,2024-11-26
ORDDET800636,ORD500210,PROD01104,2,36200.22,0,0.0,28,20272.12,92672.56,2024-06-18,2025-05-10
ORDDET800637,ORD500211,PROD01022,2,1514.99,5,151.5,28,805.97,3684.45,2025-03-31,2025-05-24
ORDDET800638,ORD500211,PROD01087,5,1697.74,5,424.44,5,403.21,8467.47,2025-03-31,2026-01-30
ORDDET800639,ORD500211,PROD01114,5,2756.04,20,2756.04,12,1322.9,12347.06,2025-03-31,2025-11-26
ORDDET800640,ORD500212,PROD01008,2,51301.04,0,0.0,35,35910.73,138512.81,2024-11-02,2025-12-25
ORDDET800641,ORD500212,PROD01150,2,1421.23,5,142.12,5,135.02,2835.36,2024-11-02,2025-01-08
ORDDET800642,ORD500213,PROD01151,2,18538.25,15,5561.48,18,5672.7,37187.72,2026-02-05,2026-05-19
ORDDET800643,ORD500213,PROD01065,5,6022.19,20,6022.19,18,4335.98,28424.74,2026-02-05,2026-06-22
ORDDET800644,ORD500213,PROD01061,1,3043.99,5,152.2,12,347.01,3238.8,2026-02-05,2026-06-17
ORDDET800645,ORD500213,PROD01008,1,51301.04,5,2565.05,35,17057.6,65793.59,2026-02-05,2026-04-20
ORDDET800646,ORD500214,PROD01028,5,1441.79,0,0.0,5,360.45,7569.4,2024-09-10,2026-02-21
ORDDET800647,ORD500214,PROD01077,2,1207.62,20,483.05,28,541.01,2473.2,2024-09-10,2026-03-23
ORDDET800648,ORD500214,PROD01096,2,1482.82,15,444.85,0,0.0,2520.79,2024-09-10,2024-12-11
ORDDET800649,ORD500215,PROD01181,1,9153.85,0,0.0,18,1647.69,10801.54,2024-10-29,2026-02-01
ORDDET800650,ORD500216,PROD01177,2,1145.11,15,343.53,18,350.4,2297.09,2024-11-20,2026-06-06
ORDDET800651,ORD500216,PROD01062,2,143.32,5,14.33,12,32.68,304.99,2024-11-20,2025-04-17
ORDDET800652,ORD500216,PROD01073,4,1816.02,10,726.41,0,0.0,6537.67,2024-11-20,2025-05-24
ORDDET800653,ORD500216,PROD01132,4,-1680.0,15,1008.0,5,285.6,5997.6,2024-11-20,2026-04-14
ORDDET800654,ORD500216,PROD01122,4,12283.11,150,7369.87,0,0.0,41762.57,2024-11-20,2026-01-13
ORDDET800655,ORD500217,PROD01029,2,38172.05,0,0.0,0,0.0,76344.1,2024-02-10,2024-08-17
ORDDET800656,ORD500217,PROD01058,5,34361.58,10,17180.79,18,27832.88,182459.99,2024-02-10,2025-01-14
ORDDET800657,ORD500217,PROD01087,5,1697.74,20,1697.74,5,339.55,7130.51,2024-02-10,2025-09-18
ORDDET800658,ORD500217,PROD01027,1,5986.52,10,598.65,28,1508.6,6896.47,2024-02-10,2025-01-05
ORDDET800659,ORD500217,PROD01125,3,6499.17,15,2924.63,18,2983.12,19556.0,2024-02-10,2024-06-26
ORDDET800660,ORD500218,PROD01163,5,1060.78,0,0.0,28,1485.09,6788.99,2024-07-27,2024-11-15
ORDDET800661,ORD500218,PROD01118,5,965.04,10,482.52,28,1215.95,5558.63,2024-07-27,2025-10-07
ORDDET800662,ORD500219,PROD01038,5,1825.56,20,1825.56,18,1314.4,8616.64,2025-09-18,2026-05-30
ORDDET800663,ORD500219,PROD01020,3,2210.23,5,331.53,18,1133.85,7433.01,2025-09-18,2025-09-18
ORDDET800664,ORD500220,PROD01039,4,3388.56,15,2033.14,0,0.0,11521.1,2026-01-08,2026-01-19
ORDDET800665,ORD500220,PROD01174,3,30396.85,10,9119.05,18,14772.87,96844.37,2026-01-08,2026-07-29
ORDDET800666,ORD500220,PROD01129,3,6338.67,10,1901.6,18,3080.59,20195.0,2026-01-08,2026-04-19
ORDDET800667,ORD500220,PROD01177,3,1145.11,15,515.3,18,525.61,3445.64,2026-01-08,2026-05-09
ORDDET800668,ORD500220,PROD01175,5,38114.57,10,19057.28,28,48024.36,219539.93,2026-01-08,2026-05-06
ORDDET800669,ORD500221,PROD01054,5,1874.14,20,1874.14,28,2099.04,9595.6,2025-08-13,2025-08-22
ORDDET800670,ORD500221,PROD01005,2,29437.81,10,5887.56,0,0.0,52988.06,2025-08-13,2025-08-28
ORDDET800671,ORD500221,PROD01035,2,5674.89,20,2269.96,18,1634.37,10714.19,2025-08-13,2025-10-11
ORDDET800672,ORD500222,PROD01199,1,3182.37,15,477.36,12,324.6,3029.61,2026-01-28,2026-03-29
ORDDET800673,ORD500222,PROD01107,3,3267.2,0,0.0,0,0.0,9801.6,2026-01-28,2026-03-20
ORDDET800674,ORD500222,PROD01058,2,34361.58,10,6872.32,18,11133.15,72983.99,2026-01-28,2026-05-31
ORDDET800675,ORD500222,PROD01014,5,2743.43,5,685.86,12,1563.75,-100.0,2026-01-28,2026-03-21
ORDDET800676,ORD500223,PROD01117,5,6975.39,0,0.0,28,9765.55,44642.5,2026-01-01,2026-03-27
ORDDET800677,ORD500224,PROD01017,3,51856.46,5,7778.47,28,41381.45,189172.36,2026-04-03,2026-05-14
ORDDET800678,ORD500224,PROD01197,3,580.69,5,87.1,18,297.89,1952.86,2026-04-03,2026-04-23
ORDDET800679,ORD500224,PROD01145,3,1552.39,20,931.43,12,447.09,4172.83,2026-04-03,2026-05-13
ORDDET800680,ORD500224,PROD01127,3,1959.22,20,1175.53,18,846.38,5548.51,2026-04-03,2026-07-26
ORDDET800681,ORD500224,PROD01014,1,2743.43,15,411.51,12,279.83,2611.75,2026-04-03,2026-04-09
ORDDET800682,ORD500225,PROD01032,5,4914.53,10,2457.26,28,6192.31,28307.7,2024-11-07,2025-09-22
ORDDET800683,ORD500225,PROD01011,4,48348.72,20,38678.98,18,27848.86,182564.76,2024-11-07,2025-03-21
ORDDET800684,ORD500225,PROD01192,4,597.95,15,358.77,28,569.25,2602.28,2024-11-07,2025-07-02
ORDDET800685,ORD500225,PROD01062,2,143.32,10,28.66,12,30.96,288.94,2024-11-07,2025-10-05
ORDDET800686,ORD500226,PROD01030,3,1047.17,10,314.15,18,508.92,3336.28,2025-12-11,2026-05-14
ORDDET800687,ORD500226,PROD01058,5,34361.58,0,0.0,18,30925.42,202733.32,2025-12-11,2026-07-01
ORDDET800688,ORD500227,PROD01071,4,19636.51,15,11781.91,12,8011.7,74775.83,2024-05-25,2024-07-31
ORDDET800689,ORD500227,PROD01056,3,20533.71,20,12320.23,18,8870.56,58151.46,2024-05-25,2026-05-05
ORDDET800690,ORD500228,PROD01161,1,1439.47,20,287.89,18,207.28,1358.86,2025-08-29,2026-06-30
ORDDET800691,ORD500228,PROD01023,1,2400.1,20,480.02,18,345.61,2265.69,2025-08-29,2025-10-23
ORDDET800692,ORD500228,PROD01073,1,1816.02,0,0.0,0,0.0,-100.0,2025-08-29,2025-12-18
ORDDET800693,ORD500228,PROD01020,2,2210.23,5,221.02,18,755.9,4955.34,2025-08-29,2026-04-17
ORDDET800694,ORD500229,PROD01197,3,580.69,20,348.41,18,250.86,1644.52,2024-08-27,2026-07-23
ORDDET800695,ORD500229,PROD01067,1,4441.93,20,888.39,0,0.0,3553.54,2024-08-27,2024-09-04
ORDDET800696,ORD500229,PROD01184,5,623.45,0,0.0,0,0.0,3117.25,2024-08-27,2024-08-27
ORDDET800697,ORD500230,PROD01044,4,1829.09,20,1463.27,12,702.37,6555.46,2024-11-11,2025-12-19
ORDDET800698,ORD500230,PROD01139,2,1202.19,15,360.66,12,245.25,2288.97,2024-11-11,2025-04-02
ORDDET800699,ORD500231,PROD01071,2,19636.51,0,0.0,12,4712.76,43985.78,2025-06-09,2025-07-15
ORDDET800700,ORD500231,PROD01188,2,31461.09,0,0.0,18,11325.99,74248.17,2025-06-09,2025-08-18
ORDDET800701,ORD500232,PROD01001,5,707.06,5,176.76,0,0.0,3358.54,2024-03-04,2025-06-12
ORDDET800702,ORD500232,PROD01141,5,20810.87,0,0.0,12,12486.52,116540.87,2024-03-04,2025-10-16
ORDDET800703,ORD500232,PROD01192,5,597.95,10,298.98,28,753.42,3444.19,2024-03-04,2024-04-07
ORDDET800704,ORD500232,PROD01128,1,642.23,5,32.11,5,30.51,640.63,2024-03-04,2026-03-21
ORDDET800705,ORD500233,PROD01163,5,1060.78,20,1060.78,28,1188.07,5431.19,2024-03-07,2024-06-05
ORDDET800706,ORD500234,PROD01090,5,1090.0,10,545.0,0,0.0,4905.0,2024-01-31,2025-10-19
ORDDET800707,ORD500234,PROD01074,4,1465.09,20,1172.07,5,234.41,4922.7,2024-01-31,2026-02-20
ORDDET800708,ORD500234,PROD01004,5,66915.61,10,33457.8,12,36134.43,337254.68,2024-01-31,2026-02-13
ORDDET800709,ORD500234,PROD01094,3,838.87,20,503.32,18,362.39,2375.68,2024-01-31,2024-02-27
ORDDET800710,ORD500234,PROD01133,2,6738.07,20,2695.23,5,539.05,11319.96,2024-01-31,2024-11-13
ORDDET800711,ORD500235,PROD01154,4,3481.03,10,1392.41,18,2255.71,14787.42,2026-06-22,2026-07-03
ORDDET800712,ORD500235,PROD01063,3,56767.46,0,0.0,0,0.0,170302.38,2026-06-22,2026-07-01
ORDDET800713,ORD500236,PROD01046,2,2697.19,15,809.16,12,550.23,5135.45,2025-01-26,2025-07-16
ORDDET800714,ORD500236,PROD01159,1,379.65,0,0.0,0,0.0,379.65,2025-01-26,2025-07-16
ORDDET800715,ORD500236,PROD01199,2,3182.37,15,954.71,12,649.2,6059.23,2025-01-26,2026-03-01
ORDDET800716,ORD500236,PROD01084,4,2868.48,15,1721.09,18,1755.51,11508.34,2025-01-26,2025-12-15
ORDDET800717,ORD500237,PROD01066,5,2196.7,10,1098.35,0,0.0,9885.15,2025-04-28,2025-10-16
ORDDET800718,ORD500237,PROD01001,2,707.06,20,282.82,0,0.0,1131.3,2025-04-28,2026-05-27
ORDDET800719,ORD500237,PROD01146,1,60482.56,0,0.0,18,10886.86,71369.42,2025-04-28,2025-05-04
ORDDET800720,ORD500237,PROD01162,3,2359.78,5,353.97,5,336.27,7061.64,2025-04-28,2025-05-15
ORDDET800721,ORD500238,PROD01038,1,1825.56,0,0.0,18,328.6,2154.16,2024-08-12,2024-11-08
ORDDET800722,ORD500238,PROD01099,2,2964.33,0,0.0,28,1660.02,7588.68,2024-08-12,2026-07-25
ORDDET800723,ORD500238,PROD01083,3,5911.93,15,2660.37,5,753.77,15829.19,2024-08-12,2026-07-21
ORDDET800724,ORD500238,PROD01134,1,612.18,15,91.83,18,93.66,614.01,2024-08-12,2025-09-13
ORDDET800725,ORD500238,PROD01021,4,1625.22,5,325.04,0,0.0,6175.84,2024-08-12,2026-04-28
ORDDET800726,ORD500239,PROD01020,1,2210.23,15,331.53,18,338.17,2216.87,2025-08-04,2025-12-14
ORDDET800727,ORD500239,PROD01162,4,2359.78,5,471.96,5,448.36,9415.52,2025-08-04,2026-07-04
ORDDET800728,ORD500239,PROD01117,4,6975.39,20,5580.31,28,6249.95,28571.2,2025-08-04,2025-08-05
ORDDET800729,ORD500239,PROD01007,-1,770.72,20,154.14,28,172.64,789.22,2025-08-04,2025-11-27
ORDDET800730,ORD500239,PROD01169,3,779.25,10,233.78,18,378.71,2482.68,2025-08-04,2026-07-19
ORDDET800731,ORD500240,PROD01085,1,1002.37,15,150.36,18,153.36,1005.37,2024-12-05,2025-09-27
ORDDET800732,ORD500240,PROD01086,4,1330.89,0,0.0,0,0.0,5323.56,2024-12-05,2025-12-07
ORDDET800733,ORD500240,PROD01177,1,1145.11,20,229.02,18,164.9,1080.99,2024-12-05,2025-08-06
ORDDET800734,ORD500241,PROD01104,1,36200.22,0,0.0,28,10136.06,46336.28,2024-03-15,2025-02-25
ORDDET800735,ORD500241,PROD01091,5,870.36,15,652.77,18,665.83,4364.86,2024-03-15,2026-02-07
ORDDET800736,ORD500241,PROD01162,2,2359.78,15,707.93,5,200.58,4212.21,2024-03-15,2026-01-13
ORDDET800737,ORD500241,PROD01004,1,66915.61,5,3345.78,12,7628.38,71198.21,2024-03-15,2025-12-22
ORDDET800738,ORD500242,PROD01128,1,642.23,0,0.0,5,32.11,674.34,2024-11-20,2025-03-16
ORDDET800739,ORD500242,PROD01174,4,30396.85,10,12158.74,18,19697.16,129125.82,2024-11-20,2025-03-23
ORDDET800740,ORD500242,PROD01131,1,105767.02,20,21153.4,28,23691.81,108305.43,2024-11-20,2025-05-16
ORDDET800741,ORD500242,PROD01046,5,2697.19,5,674.3,12,1537.4,14349.05,2024-11-20,2026-02-12
ORDDET800742,ORD500242,PROD01059,4,993.3,150,198.66,5,188.73,3963.27,2024-11-20,2024-12-06
ORDDET800743,ORD500243,PROD01126,3,2902.89,15,1306.3,5,370.12,7772.49,2025-12-19,2026-06-14
ORDDET800744,ORD500243,PROD01055,5,1777.73,15,1333.3,18,1359.96,8915.31,2025-12-19,2026-04-03
ORDDET800745,ORD500243,PROD01131,5,105767.02,0,0.0,28,148073.83,676908.93,2025-12-19,2026-05-28
ORDDET800746,ORD500243,PROD01102,5,4407.65,0,0.0,12,2644.59,24682.84,2025-12-19,2026-05-26
ORDDET800747,ORD500243,PROD01062,2,143.32,10,28.66,12,30.96,288.94,2025-12-19,2026-01-01
ORDDET800748,ORD500244,PROD01092,2,2212.47,0,0.0,12,530.99,4955.93,2024-12-05,2025-01-29
ORDDET800749,ORD500244,PROD01084,4,2868.48,0,0.0,18,2065.31,13539.23,2024-12-05,2025-03-21
ORDDET800750,ORD500245,PROD01006,1,2435.39,5,121.77,5,115.68,2429.3,2024-01-02,2026-01-09
ORDDET800751,ORD500246,PROD01084,1,2868.48,10,286.85,18,464.69,3046.32,2025-12-04,2026-01-31
ORDDET800752,ORD500246,PROD01114,4,2756.04,20,2204.83,12,1058.32,9877.65,2025-12-04,2026-04-07
ORDDET800753,ORD500247,PROD01154,2,3481.03,15,1044.31,18,1065.2,6982.95,2025-07-14,2026-07-17
ORDDET800754,ORD500247,PROD01143,5,341.34,0,0.0,12,204.8,1911.5,2025-07-14,2025-12-04
ORDDET800755,ORD500247,PROD01065,3,6022.19,20,3613.31,18,2601.59,17054.85,2025-07-14,2025-10-02
ORDDET800756,ORD500248,PROD01151,1,18538.25,15,2780.74,18,2836.35,18593.86,2025-12-14,2026-07-21
ORDDET800757,ORD500248,PROD01107,1,3267.2,15,490.08,0,0.0,2777.12,2025-12-14,2026-06-20
ORDDET800758,ORD500249,PROD01126,5,2902.89,0,0.0,5,725.72,15240.17,2024-03-30,2025-05-31
ORDDET800759,ORD500249,PROD01123,5,30962.55,15,23221.91,12,15790.9,147381.74,2024-03-30,2025-08-02
ORDDET800760,ORD500250,PROD01189,4,1264.24,5,252.85,0,0.0,4804.11,2025-04-27,2025-07-03
ORDDET800761,ORD500251,PROD01112,4,1228.78,20,983.02,18,707.78,4639.88,2024-10-02,2026-05-22
ORDDET800762,ORD500251,PROD01017,-3,51856.46,15,23335.41,28,37025.51,169259.48,2024-10-02,2026-07-12
ORDDET800763,ORD500252,PROD01138,4,69532.85,10,27813.14,12,30038.19,280356.45,2025-06-19,2026-06-11
ORDDET800764,ORD500252,PROD01099,3,2964.33,0,0.0,28,2490.04,11383.03,2025-06-19,2026-03-09
ORDDET800765,ORD500252,PROD01058,5,34361.58,0,0.0,18,30925.42,202733.32,2025-06-19,2025-12-23
ORDDET800766,ORD500253,PROD01172,3,13647.81,5,2047.17,5,1944.81,40841.07,2025-11-24,2026-04-11
ORDDET800767,ORD500253,PROD01185,2,2693.7,5,269.37,0,0.0,5118.03,2025-11-24,2026-02-14
ORDDET800768,ORD500254,PROD01145,4,1552.39,15,931.43,12,633.38,5911.51,2026-04-22,2026-06-25
ORDDET800769,ORD500254,PROD01085,3,1002.37,15,451.07,18,460.09,3016.13,2026-04-22,2026-07-10
ORDDET800770,ORD500254,PROD01190,2,1326.79,15,398.04,0,0.0,2255.54,2026-04-22,2026-05-03
ORDDET800771,ORD500255,PROD01027,1,5986.52,5,299.33,28,1592.41,7279.6,2025-12-18,2026-04-24
ORDDET800772,ORD500255,PROD01142,5,3103.83,5,775.96,18,2653.77,17396.96,2025-12-18,2026-04-18
ORDDET800773,ORD500255,PROD01179,2,1114.88,20,445.95,12,214.06,1997.87,2025-12-18,2026-06-01
ORDDET800774,ORD500256,PROD01023,5,2400.1,15,1800.08,18,1836.08,12036.5,2026-03-15,2026-07-10
ORDDET800775,ORD500256,PROD01152,4,115404.31,10,46161.72,28,116327.55,531783.07,2026-03-15,2026-05-27
ORDDET800776,ORD500256,PROD01004,2,66915.61,20,26766.24,12,12847.8,119912.78,2026-03-15,2026-05-27
ORDDET800777,ORD500256,PROD01154,2,3481.03,5,348.1,18,1190.51,7804.47,2026-03-15,2026-04-13
ORDDET800778,ORD500256,PROD01006,5,2435.39,0,0.0,5,608.85,12785.8,2026-03-15,2026-06-04
ORDDET800779,ORD500257,PROD01125,1,6499.17,15,974.88,18,994.37,6518.66,2025-02-15,2026-07-11
ORDDET800780,ORD500258,PROD01074,5,1465.09,10,732.54,5,329.65,6922.56,2025-05-18,2026-04-14
ORDDET800781,ORD500258,PROD01047,5,605.77,5,151.44,28,805.67,3683.08,2025-05-18,2026-07-01
ORDDET800782,ORD500258,PROD01108,1,84315.66,5,4215.78,18,14417.98,94517.86,2025-05-18,2026-04-30
ORDDET800783,ORD500258,PROD01164,1,744.78,10,74.48,0,0.0,670.3,2025-05-18,2025-06-15
ORDDET800784,ORD500258,PROD01098,2,1613.19,0,0.0,12,387.17,3613.55,2025-05-18,2025-06-29
ORDDET800785,ORD500259,PROD01001,4,707.06,10,282.82,0,0.0,2545.42,2024-08-04,2026-04-13
ORDDET800786,ORD500259,PROD01061,4,3043.99,10,1217.6,12,1315.0,12273.36,2024-08-04,2025-09-03
ORDDET800787,ORD500260,PROD01093,2,875.79,15,262.74,12,178.66,1667.5,2025-08-05,2026-03-05
ORDDET800788,ORD500261,PROD01045,2,319.91,20,127.96,5,25.59,537.45,2025-10-12,2025-11-25
ORDDET800789,ORD500261,PROD01075,-5,859.5,15,644.62,5,182.64,3835.52,2025-10-12,2025-11-26
ORDDET800790,ORD500261,PROD01183,5,49587.01,5,12396.75,0,0.0,235538.3,2025-10-12,2026-01-22
ORDDET800791,ORD500261,PROD01072,5,347.82,10,173.91,50,438.25,2003.44,2025-10-12,2026-06-21
ORDDET800792,ORD500262,PROD01037,1,79442.35,10,7944.24,5,3574.91,75073.02,2024-10-18,2025-12-19
ORDDET800793,ORD500262,PROD01135,4,305.44,0,0.0,5,61.09,1282.85,2024-10-18,2026-06-23
ORDDET800794,ORD500262,PROD01148,4,1732.91,0,0.0,0,0.0,6931.64,2024-10-18,2025-11-04
ORDDET800795,ORD500262,PROD01105,3,308.5,15,138.82,12,94.4,881.08,2024-10-18,2025-03-05
ORDDET800796,ORD500263,PROD01021,3,1625.22,10,487.57,0,0.0,4388.09,2024-01-10,2025-07-05
ORDDET800797,ORD500264,PROD01014,2,2743.43,20,1097.37,12,526.74,4916.23,2026-05-22,2026-07-02
ORDDET800798,ORD500264,PROD01073,3,1816.02,0,0.0,0,0.0,5448.06,2026-05-22,2026-07-29
ORDDET800799,ORD500264,PROD01067,4,4441.93,15,2665.16,0,0.0,15102.56,2026-05-22,2026-07-04
ORDDET800800,ORD500264,PROD01131,5,105767.02,20,105767.02,28,118459.06,541527.14,2026-05-22,2026-07-28
ORDDET800801,ORD500264,PROD01143,1,341.34,0,0.0,12,40.96,382.3,2026-05-22,2026-06-07
ORDDET800802,ORD500265,PROD01136,5,30368.48,10,15184.24,0,0.0,136658.16,2024-10-16,2025-04-10
ORDDET800803,ORD500265,PROD01076,2,2225.09,5,222.51,18,760.98,4988.65,2024-10-16,2025-08-26
ORDDET800804,ORD500265,PROD01155,1,1240.64,0,0.0,28,347.38,1588.02,2024-10-16,2026-02-23
ORDDET800805,ORD500265,PROD01041,1,3289.71,15,493.46,28,782.95,3579.2,2024-10-16,2025-02-14
ORDDET800806,ORD500265,PROD01045,1,319.91,20,63.98,5,12.8,268.73,2024-10-16,2025-05-14
ORDDET800807,ORD500266,PROD01098,5,1613.19,10,806.6,12,871.12,8130.47,2026-02-22,2026-05-23
ORDDET800808,ORD500266,PROD01162,1,2359.78,20,471.96,5,94.39,1982.21,2026-02-22,2026-02-25
ORDDET800809,ORD500266,PROD01062,1,143.32,0,0.0,12,17.2,160.52,2026-02-22,2026-04-17
ORDDET800810,ORD500267,PROD01009,2,100006.27,10,20001.25,28,50403.16,230414.45,2025-02-01,2026-02-24
ORDDET800811,ORD500268,PROD01027,1,5986.52,20,1197.3,28,1340.98,6130.2,2024-06-23,2024-11-09
ORDDET800812,ORD500268,PROD01070,4,63420.69,0,0.0,0,0.0,253682.76,2024-06-23,2025-07-22
