Product ID,SKU,Product Name,Category,Sub Category,Brand,Supplier ID,Unit Cost,Selling Price,Profit Margin %,GST %,Weight (Kg),Warranty (Months),Launch Date,Product Status,Created Date,Updated Date
1153,SKU-BEA-HAI-1153,Hair Oil,Beauty,Hair Care,Allen Solly,518,1133,1637.92,44.56,0,0.49,18,2020-08-30,ACTIVE,2020-08-30,2022-01-31
1154,SKU-FOO-CAS-1154,Sneakers,Footwear,Casual Shoes,Allen Solly,541,2601,3481.03,33.83,18,1.07,36,2021-01-16,ACTIVE,2021-01-16,2023-12-07
1155,SKU-BOO-TEC-1155,SQL Handbook,Books,Technology,Nike,541,883,1240.64,40.5,28,1.25,18,2022-05-17,ACTIVE,2022-05-17,2023-11-17
1156,SKU-BEA-SKI-1156,Face Wash,Beauty,Skin Care,Xiaomi,541,1685,2360.7,40.1,0,0.46,6,2024-12-12,ACTIVE,2024-12-12,2024-12-12
1157,SKU-BOO-BUS-1157,Rich Dad Poor Dad,Books,Business,Himalaya,524,-662,777.67,17.47,5,0.25,36,2023-06-05,ACTIVE,2023-06-05,2025-10-31
1158,SKU-BEA-HAI-1158,Shampoo,Beauty,Hair Care,Apple,545,783,1092.39,39.51,18,2.11,18,2020-10-17,ACTIVE,2020-10-17,2025-02-02
1159,SKU-BOO-TEC-1159,SQL Handbook,Books,Technology,Nivea,510,290,379.65,30.91,0,1.87,6,2024-12-07,ACTIVE,2024-12-07,2025-07-13
1160,SKU-ELE-LAP-1160,MacBook Air M3,Electronics,Laptops,Allen Solly,547,58335,73237.3,25.55,18,2.65,6,2022-10-11,ACTIVE,2022-10-11,2026-05-23
1161,SKU-BOO-BUS-1161,Rich Dad Poor Dad,Books,Business,Puma,539,1193,1439.47,20.66,18,0.96,0,2022-09-07,ACTIVE,2022-09-07,2024-11-05
1162,SKU-FAS-MEN-1162,T-Shirt,Fashion,Men,,527,1796,2359.78,31.39,5,1.18,0,2020-03-09,DISCONTINUED,2020-03-09,2020-12-10
1163,SKU-BEA-FRA-1163,Deodorant,Beauty,Fragrance,Philips,545,903,1060.78,17.47,28,1.66,6,2023-02-10,ACTIVE,2023-02-10,2024-11-05
1164,SKU-BOO-TEC-1164,Spark Essentials,Books,Technology,Mamaearth,528,638,744.78,16.74,0,2.78,0,2025-01-31,DISCONTINUED,2025-01-31,2025-03-28
1165,SKU-HOM-LAU-1165,Washing Machine,Home Appliances,Laundry,Puma,534,19490,23389.73,20.01,5,34.24,12,2021-04-28,ACTIVE,2021-04-28,2023-03-15
1166,SKU-FOO-SAN-1166,Women Sandals,Footwear,Sandals,Samsung,532,1767,2226.96,26.03,12,1.61,24,2021-04-17,ACTIVE,2021-04-17,2025-06-12
1167,SKU-HOM-CLE-1167,Vacuum Cleaner,Home Appliances,Cleaning,Levis,546,29983,36499.94,21.74,5,19.9,36,2023-08-03,ACTIVE,2023-08-03,2024-01-09
1168,SKU-ELE-TAB-1168,iPad Air,Electronics,Tablets,Nike,519,48723,60815.57,24.82,28,3.76,12,2022-04-01,ACTIVE,2022-04-01,2025-05-29
1169,SKU-BOO-TEC-1169,SQL Handbook,Books,Technology,,549,652,779.25,19.52,18,0.17,24,2023-11-19,ACTIVE,2023-11-19,2024-10-27
1170,SKU-HOM-LAU-1170,Washing Machine,Home Appliances,Laundry,Samsung,510,20838,24545.25,17.79,5,40.58,24,2024-08-18,ACTIVE,2024-08-18,2025-11-30
1171,SKU-GRO-RIC-1171,Premium Rice,Grocery,Rice,Nivea,509,1069,1322.89,23.75,12,2.79,18,2023-08-29,ACTIVE,2023-08-29,2026-03-13
1172,SKU-HOM-LAU-1172,Washing Machine,Home Appliances,Laundry,Whirlpool,527,10412,13647.81,31.08,5,21.43,18,2022-12-21,ACTIVE,2022-12-21,2023-06-24
1173,SKU-FAS-MEN-1173,Formal Shirt,Fashion,Men,Mamaearth,516,1757,2229.41,26.89,0,1.06,12,2021-12-13,ACTIVE,2021-12-13,2024-03-20
1174,SKU-ELE-MOB-1174,Galaxy S24 Ultra,Electronics,Mobile Phones,Fortune,515,25133,30396.85,20.94,18,3.1,36,2020-12-10,DISCONTINUED,2020-12-10,2024-03-24
1175,SKU-HOM-KIT-1175,Microwave Oven,Home Appliances,Kitchen,Xiaomi,503,32711,38114.57,16.52,28,20.63,36,2024-06-05,ACTIVE,2024-06-05,2024-07-05
1176,SKU-HOM-KIT-1176,Juicer,Home Appliances,Kitchen,Raymond,540,18607,25011.22,34.42,18,19.72,24,2025-05-16,ACTIVE,2025-05-16,2025-06-29
1177,SKU-BOO-TEC-1177,Spark Essentials,Books,Technology,Aashirvaad,546,885,1145.11,29.39,18,1.1,24,2025-08-19,ACTIVE,2025-08-19,2026-03-05
1178,SKU-BOO-BUS-1178,The Lean Startup,Books,Business,IFB,550,626,902.81,44.22,0,0.82,6,2022-12-27,DISCONTINUED,2022-12-27,2023-04-20
1179,SKU-BOO-TEC-1179,Python Programming,Books,Technology,Asus,538,801,1114.88,39.19,12,2.75,0,2023-12-11,DISCONTINUED,2023-12-11,2025-07-10
1180,SKU-HOM-LAU-1180,Washing Machine,Home Appliances,Laundry,OnePlus,504,17745,23609.7,33.05,0,24.64,0,2023-09-20,DISCONTINUED,2023-09-20,2024-04-13
1181,SKU-HOM-CLE-1181,Vacuum Cleaner,Home Appliances,Cleaning,Puma,524,7253,9153.85,26.21,18,27.2,12,2023-05-21,ACTIVE,2023-05-21,2024-02-24
1182,SKU-BEA-FRA-1182,Deodorant,Beauty,Fragrance,Asus,543,1286,1793.12,39.43,18,0.99,36,2023-04-21,ACTIVE,2023-04-21,2024-04-18
1183,SKU-ELE-LAP-1183,IdeaPad Slim 5,Electronics,Laptops,Whirlpool,540,36953,49587.01,34.19,0,7.51,6,2023-09-18,ACTIVE,2023-09-18,2024-05-18
1184,SKU-BEA-HAI-1184,Hair Oil,Beauty,Hair Care,Apple,517,509,623.45,22.49,0,1.12,0,2020-01-06,ACTIVE,2020-01-06,2024-05-04
1185,SKU-FOO-SPO-1185,Training Shoes,Footwear,Sports Shoes,Aashirvaad,537,2247,2693.7,19.88,0,1.66,0,2023-04-22,ACTIVE,2023-04-22,2025-02-02
1186,SKU-ELE-TEL-1186,Android TV,Electronics,Television,Mamaearth,502,64534,92459.97,43.27,5,4.94,18,2021-10-05,ACTIVE,2021-10-05,2022-04-30
1187,SKU-BEA-HAI-1187,Hair Oil,Beauty,Hair Care,Asus,507,181,229.48,26.78,28,2.54,6,2020-08-11,ACTIVE,2020-08-11,2020-08-26
1188,SKU-HOM-COO-1188,Air Conditioner,Home Appliances,Cooling,Adidas,508,22708,31461.09,38.55,18,23.03,36,2022-12-21,ACTIVE,2022-12-21,2026-01-08
1189,SKU-FAS-MEN-1189,Jeans,Fashion,Men,Allen Solly,504,919,1264.24,37.57,0,0.27,12,2024-08-22,DISCONTINUED,2024-08-22,2025-04-11
1190,SKU-FOO-SAN-1190,Men Sandals,Footwear,Sandals,Adidas,520,1046,1326.79,26.84,0,1.15,24,2021-08-26,ACTIVE,2021-08-26,2025-11-23
1191,SKU-ELE-TAB-1191,Galaxy Tab,Electronics,Tablets,Himalaya,510,85994,105546.1,22.74,0,0.88,24,2024-06-15,DISCONTINUED,2024-06-15,2025-05-14
1192,SKU-BOO-BUS-1192,Rich Dad Poor Dad,Books,Business,Philips,510,453,597.95,32.0,28,2.3,0,2021-03-08,DISCONTINUED,2021-03-08,2025-07-21
1193,SKU-FOO-SAN-1193,Women Sandals,Footwear,Sandals,Samsung,512,2656,3375.49,27.09,28,1.33,36,2024-07-03,ACTIVE,2024-07-03,2025-08-12
1194,SKU-ELE-TEL-1194,QLED TV,Electronics,Television,LG,518,72437,101952.94,40.75,0,7.79,6,2021-07-04,ACTIVE,2021-07-04,2025-09-04
1195,SKU-HOM-LAU-1195,Washing Machine,Home Appliances,Laundry,Fortune,534,27004,37705.83,39.63,28,36.03,0,2023-06-28,DISCONTINUED,2023-06-28,2025-10-01
1196,SKU-BOO-TEC-1196,Python Programming,Books,Technology,Samsung,530,253,360.63,42.54,5,0.89,18,2025-08-30,ACTIVE,2025-08-30,2025-11-01
1197,SKU-GRO-OIL-1197,Groundnut Oil,Grocery,Oil,Dell,517,470,580.69,23.55,18,0.24,24,2022-05-27,ACTIVE,2022-05-27,2026-01-11
1198,SKU-BEA-SKI-1198,Moisturizer,Beauty,Skin Care,Lenovo,542,434,577.37,33.03,0,0.75,24,2023-06-05,ACTIVE,2023-06-05,2025-10-19
1199,SKU-GRO-BEV-1199,Green Tea,Grocery,Beverages,Xiaomi,501,2195,3182.37,44.98,12,1.73,24,2023-03-03,ACTIVE,2023-03-03,2023-10-10
1200,SKU-BEA-HAI-1200,Shampoo,Beauty,Hair Care,Lenovo,534,1647,2012.78,22.21,0,2.44,24,2024-07-13,ACTIVE,2024-07-13,2026-06-10
